paper_id,title,score
116430,MixPrompt: Efficient Mixed Prompting for Multimodal Semantic Segmentation,5.0
119551,Generation as Search Operator for Test-Time Scaling of Diffusion-based Combinatorial Optimization,4.4
119986,AVCD: Mitigating Hallucinations in Audio-Visual Large Language Models through Contrastive Decoding,5.0
115697,On the rankability of visual embeddings,2.2
118241,StruDiCO: Structured Denoising Diffusion with Gradient-free Inference-stage Boosting for Memory and Time Efficient Combinatorial Optimization,5.0
121465,C-SEO Bench: Does Conversational SEO Work?,4.4
118255,A$^3$E: Towards Compositional Model Editing,4.4
115967,Quantifying Statistical Significance of Deep Nearest Neighbor Anomaly Detection via Selective Inference,3.9
119933,Uncovering the Spectral Bias in Diagonal State Space Models,5.0
115635,From Self-Check to Consensus: Bayesian Strategic Decoding in Large Language Models,4.7
115181,OVS Meets Continual Learning: Towards Sustainable Open-Vocabulary Segmentation,5.0
116633,RULE: Reinforcement UnLEarning Achieves Forget-retain Pareto Optimality,4.4
115626,Latent Mixture of Symmetries for Sample-Efficient Dynamic Learning,4.7
117791,MesaTask: Towards Task-Driven Tabletop Scene Generation via 3D Spatial Reasoning,5.0
118780,The Hallucination Dilemma: Factuality-Aware Reinforcement Learning for Large Reasoning Models,3.9
117951,Bayes optimal learning of attention-indexed models,4.2
121842,DAVE: Diagnostic benchmark for Audio Visual Evaluation,5.0
116445,Reinforced Context Order Recovery for Adaptive Reasoning and Planning,3.9
116873,Incentivizing Dual Process Thinking for Efficient Large Language Model Reasoning,3.1
118526,$\texttt{G1}$: Teaching LLMs to Reason on Graphs,4.4
116356,CLIPGaussian: Universal and Multimodal Style Transfer Based on Gaussian Splatting,3.1
119995,Restricted Global-Aware Graph Filters Bridging GNNs and Transformer for Node Classification,4.4
115944,Finding and Reactivating Post-Trained LLMs' Hidden Safety Mechanisms,4.4
115090,VETA-DiT: Variance-Equalized and Temporally Adaptive Quantization for Efficient 4-bit Diffusion Transformers,5.0
119148,Improving Diffusion-based Inverse Algorithms under Few-Step Constraint via Linear Extrapolation,3.6
117731,RGNMR: A Gauss-Newton method for robust matrix completion with theoretical guarantees,3.1
116649,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,4.3
116132,OSTAR: Optimized Statistical Text-classifier with Adversarial Resistance,5.0
121665,nvBench 2.0: Resolving Ambiguity in Text-to-Visualization through Stepwise Reasoning,5.0
117587,Touch in the Wild: Learning Fine-Grained Manipulation with a Portable Visuo-Tactile Gripper,3.9
115105,Personalized Subgraph Federated Learning with Differentiable Auxiliary Projections,4.7
121575,Is This Tracker On? A Benchmark Protocol for Dynamic Tracking,4.7
117293,MIRAGE: Assessing Hallucination in Multimodal Reasoning Chains of MLLM,4.3
118394,Permutation Equivariant Neural Controlled Differential Equations for Dynamic Graph Representation Learning,1.8
118523,Mind the GAP! The challenges of scale in pixel-based deep reinforcement learning,2.2
117440,MAT-Agent: Learning to Dynamically Optimize Multi-Label Image Classification Training via Multi-Agent Collaboration,5.0
115057,Learnable Burst-Encodable Time-of-Flight Imaging for High-Fidelity Long-Distance Depth Sensing,4.7
115750,Provably Efficient RL under Episode-Wise Safety in Constrained MDPs with Linear Function Approximation,1.0
118512,Open-World Drone Active Tracking with Goal-Centered Rewards,5.0
118011,AdaLRS: Loss-Guided Adaptive Learning Rate Search for Efficient Foundation Model Pretraining,3.1
120196,ForgerySleuth: Empowering Multimodal Large Language Models for Image Manipulation Detection,3.9
118611,Predicting partially observable dynamical systems via diffusion models with a multiscale inference scheme,4.0
121654,CrypticBio: A Large Multimodal Dataset for Visually Confusing Biodiversity,5.0
118008,Learning Interestingness in Automated Mathematical Theory Formation,2.2
121812,LooGLE v2: Are LLMs Ready for Real World Long Dependency Challenges?,4.3
117802,MoPFormer: Motion-Primitive Transformer for Wearable-Sensor Activity Recognition,5.0
118896,Causal Lifting of Neural Representations: Zero-Shot Generalization for Causal Inferences,3.9
115063,Discovering Opinion Intervals from Conflicts in Signed Graphs,3.9
121463,Torch-Uncertainty: Deep Learning Uncertainty Quantification,5.0
115062,Discovering Opinion Intervals from Conflicts in Signed Graphs,3.9
115320,Globally Optimal Policy Gradient Algorithms for Reinforcement Learning with PID Control Policies,3.6
117556,Partner Modelling Emerges in Recurrent Agents (But Only When It Matters),2.3
119197,Quantifying Elicitation of Latent Capabilities in Language Models,2.3
116318,Individually Fair Diversity Maximization,3.1
116744,Localized Data Shapley: Accelerating Valuation for Nearest Neighbor Algorithms,3.9
120093,Unveiling Transformer Perception by Exploring Input Manifolds,3.9
117074,RETRO SYNFLOW: Discrete Flow-Matching for Accurate and Diverse Single-Step Retrosynthesis,5.0
120161,Self-supervised Learning of Echocardiographic Video Representations via Online Cluster Distillation,4.3
116352,Value-Guided KV Compression for LLMs via Approximated CUR Decomposition,3.9
117449,Double Descent Meets Out-of-Distribution Detection: Theoretical Insights and Empirical Analysis on the Role of Model Complexity,2.3
117453,VeriThinker: Learning to Verify Makes Reasoning Model Efficient,3.9
116602,PIPE: Physics-Informed Position Encoding for Alignment of Satellite Images and Time Series,5.0
118905,Online Prediction with Limited Selectivity,1.8
115631,Layer-wise Update Aggregation with Recycling for Communication-Efficient Federated Learning,2.3
115749,Second-order Optimization under Heavy-Tailed Noise: Hessian Clipping and Sample Complexity Limits,3.1
115783,Stepsize anything: A unified learning rate schedule for budgeted-iteration training,5.0
115772,On the Optimal Construction of Unbiased Gradient Estimators for Zeroth-Order Optimization,4.3
121741,Roboflow100-VL: A Multi-Domain Object Detection Benchmark for Vision-Language Models,5.0
120206,Scalable Signature Kernel Computations via Local Neumann Series Expansions,4.4
121443,AgentDAM: Privacy Leakage Evaluation for Autonomous Web Agents,3.9
115082,Composing Linear Layers from Irreducibles,2.3
121728,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,4.3
115103,Model Inversion with Layer-Specific Modeling and Alignment for Data-Free Continual Learning,3.2
121409,DroneAudioset: An Audio Dataset for Drone-based Search and Rescue,2.7
118528,"Error Feedback under $(L_0,L_1)$-Smoothness: Normalization and Momentum",2.8
115582,Compiler-R1: Towards Agentic Compiler Auto-tuning with Reinforcement Learning,5.0
115795,Language‑Bias‑Resilient Visual Question Answering via Adaptive Multi‑Margin Collaborative Debiasing,5.0
115885,Approximation and Generalization Abilities of Score-based Neural Network Generative Models for Sub-Gaussian Distributions,2.3
118981,A Closer Look at NTK Alignment: Linking Phase Transitions in Deep Image Regression,3.9
117696,Subsampled Ensemble Can Improve Generalization Tail Exponentially,1.5
119729,On Geometry-Enhanced Parameter-Efficient Fine-Tuning for 3D Scene Segmentation,4.7
120084,FastVID: Dynamic Density Pruning for Fast Video Large Language Models,4.7
120054,Semantic Surgery: Zero-Shot Concept Erasure in Diffusion Models,5.0
120020,The Bias-Variance Tradeoff in Data-Driven Optimization: A Local Misspecification Perspective,1.5
115889,Scaling Epidemic Inference on Contact Networks: Theory and Algorithms,5.0
116849,RrED: Black-box Unsupervised Domain Adaptation via Rectifying-reasoning Errors of Diffusion,5.0
118986,Linear Mixture Distributionally Robust Markov Decision Processes,4.4
117627,Conditional Distribution Compression via the Kernel Conditional Mean Embedding,3.6
117173,ReCon-GS: Continuum-Preserved Guassian Streaming for Fast and Compact Reconstruction of Dynamic Scenes,5.0
120153,Controlled Visual Hallucination via Thalamus-Driven Decoupling Network for Domain Adaptation of Black-Box Predictors,5.0
119948,Self-Verifying Reflection Helps Transformers with CoT Reasoning,2.3
116300,On Inductive Biases That Enable Generalization in Diffusion Transformers,3.2
116937,Variance-Aware Feel-Good Thompson Sampling for Contextual Bandits,1.5
116526,DecompNet: Enhancing Time Series Forecasting Models with Implicit Decomposition,4.7
116317,AdmTree: Compressing Lengthy Context with Adaptive Semantic Trees,3.9
115980,On the Robustness of Verbal Confidence of LLMs in Adversarial Attacks,3.9
118414,Consistent Supervised-Unsupervised Alignment for Generalized Category Discovery,4.7
116926,Accelerated Distance-adaptive Methods for Hölder Smooth and Convex Optimization,3.1
117529,SymRTLO: Enhancing RTL Code Optimization with LLMs and Neuron-Inspired Symbolic Reasoning,5.0
116159,A Unified Framework for Variable Selection in Model-Based Clustering with Missing Not at Random,4.7
117764,Emergence of Linear Truth Encodings in Language Models,2.7
116250,Mitigating Reward Over-optimization in Direct Alignment Algorithms with Importance Sampling,3.9
120266,DISCO: DISCrete nOise for Conditional Control in Text-to-Image Diffusion Models,2.7
116362,Enhancing Visual Prompting through Expanded Transformation Space and Overfitting Mitigation,5.0
115079,Equilibrium Policy Generalization: A Reinforcement Learning Framework for Cross-Graph Zero-Shot Generalization in Pursuit-Evasion Games,4.4
116262,Graphs Help Graphs: Multi-Agent Graph Socialized Learning,2.3
120212,Streaming Audio Generation from Discrete Tokens via Streaming Flow Matching,5.0
119525,DenoiseRotator: Enhance Pruning Robustness for LLMs via Importance Concentration,2.3
121811,CoreaSpeech: Korean Speech Corpus via JAMO-based Coreset Selection for Efficient and Robust Korean Speech Generation,5.0
115007,HAIF-GS: Hierarchical and Induced Flow-Guided Gaussian Splatting for Dynamic Scene,3.9
115060,BeyondMix: Leveraging Structural Priors and Long-Range Dependencies for Domain-Invariant LiDAR Segmentation,5.0
121934,Position: Embracing Trustworthy Brain-Agent Collaboration as Paradigm Extension for Intelligent Assistive Technologies,2.3
116279,From Human Attention to Diagnosis: Semantic Patch-Level Integration of Vision-Language Models in Medical Imaging,4.3
115661,Deep Gaussian from Motion: Exploring 3D Geometric Foundation Models for Gaussian Splatting,4.7
118396,UniViT: Unifying Image and Video Understanding in One Vision Encoder,5.0
117594,Explainable Multi-modal Time Series Prediction with LLM-in-the-Loop,4.3
116463,Multimodal 3D Genome Pre-training,4.7
118223,Multi-Modal View Enhanced Large Vision Models for Long-Term Time Series Forecasting,5.0
119868,DON’T NEED RETRAINING: A Mixture of DETR and Vision Foundation Models for Cross-Domain Few-Shot Object Detection,3.9
118027,Proxy Target: Bridging the Gap Between Discrete Spiking Neural Networks and Continuous Control,5.0
118044,"When majority rules, minority loses: bias amplification of gradient descent",1.8
118173,TS-RAG: Retrieval-Augmented Generation based Time Series Foundation Models are Stronger Zero-Shot Forecaster,5.0
115554,Graph-Theoretic Insights into Bayesian Personalized Ranking for Recommendation,3.9
119876,PerceptionLM: Open-Access Data and Models for Detailed Visual Understanding,5.0
116467,On the Role of Hidden States of Modern Hopfield Network in Transformer,2.8
118662,FastJAM: a Fast Joint Alignment Model for Images,3.5
115006,Mamba Goes HoME: Hierarchical Soft Mixture-of-Experts for 3D Medical Image Segmentation,3.9
119109,How to Scale Second-Order Optimization,1.5
115622,$\mathcal{X}^2$-DFD: A framework for e$\mathcal{X}$plainable and e$\mathcal{X}$tendable Deepfake Detection,4.4
121929,Emerging Risks from Embodied AI Require Urgent Policy Action,3.1
116389,DualEqui: A Dual-Space Hierarchical Equivariant Network for Large Biomolecules,5.0
116619,Toward Human Deictic Gesture Target Estimation,5.0
119743,FedWMSAM: Fast and Flat Federated Learning via Weighted Momentum and Sharpness-Aware Minimization,5.0
116844,LD-RoViS: Training-free Robust Video Steganography for Deterministic Latent Diffusion Model,5.0
115781,Physics-informed machine learning with domain decomposition and global dynamics for three-dimensional intersecting flows,3.6
119577,Safety Pretraining: Toward the Next Generation of Safe AI,3.9
121727,SeasonBench-EA: A Multi-Source Benchmark for Seasonal Prediction and Numerical Model Post-Processing in East Asia,5.0
119128,Active Test-time Vision-Language Navigation,5.0
117971,Self-Refining Language Model Anonymizers via Adversarial Distillation,5.0
120222,RUAGO: Effective and Practical Retain-Free Unlearning via Adversarial Attack and OOD Generator,5.0
118295,Stable Coresets via Posterior Sampling: Aligning Induced and Full Loss Landscapes,5.0
118326,rStar-Coder: Scaling Competitive Code Reasoning  with a  Large-Scale Verified  Dataset,5.0
115465,FineRS: Fine-grained Reasoning and Segmentation of Small Objects with Reinforcement Learning,5.0
117380,Structure-Aware Spectral Sparsification via Uniform Edge Sampling,2.8
119612,Spike-RetinexFormer: Rethinking Low-light Image Enhancement with Spiking Neural Networks,5.0
119708,On the Loss of Context Awareness in General Instruction Fine-tuning,3.1
117649,Faster Video Diffusion with Trainable Sparse Attention,1.9
118711,SageAttention3: Microscaling FP4 Attention for Inference and An Exploration of 8-Bit Training,1.5
121864,Scaling Physical Reasoning with the PHYSICS Dataset,5.0
121460,MRSAudio: A Large-Scale Multimodal Recorded Spatial Audio Dataset with Refined Annotations,3.9
118207,MoE-Gyro: Self-Supervised Over-Range Reconstruction and Denoising for MEMS Gyroscopes,5.0
119221,RelationAdapter: Learning and Transferring Visual Relation with Diffusion Transformers,4.7
120305,More Than Just Functional: LLM-as-a-Critique for Efficient Code Generation,3.5
118928,A Principled Path to Fitted Distributional Evaluation,2.3
116196,Low-Rank Head Avatar Personalization with Registers,5.0
118379,InfantAgent-Next: A Multimodal Generalist Agent for Automated Computer Interaction,4.6
116137,Breaking the Compression Ceiling: Data-Free Pipeline for Ultra-Efficient Delta Compression,2.8
116584,Atomic Thinking of LLMs: Decoupling and Exploring Mathematical Reasoning Abilities,3.6
118147,NAUTILUS: Large Vision-Language Model for Underwater Scene Understanding,3.9
115232,Efficient Pre-Training of LLMs via Topology-Aware Communication Alignment on More Than 9600 GPUs,1.5
115994,Retrieval-Guided Compositional Image Generation for Cross-Domain Few-Shot Object Detection,5.0
116774,StateSpaceDiffuser: Bringing Long-Context Content to Diffusion World Models,3.6
117347,DexGarmentLab: Dexterous Garment Manipulation Environment with Generalizable Policy,4.4
119654,A Cautionary Tale on Integrating Studies with Disparate Outcome Measures for Causal Inference,3.6
118095,Joint Design of Protein Surface and Backbone Using a Diffusion Bridge Model,5.0
115059,Don't Just Chase “Highlighted Tokens” in MLLMs: Revisiting Visual Holistic Context Retention,4.7
119131,Understanding the Generalization of Stochastic Gradient Adam in Learning Neural Networks,1.5
116346,Superposition Yields Robust Neural Scaling,3.2
117630,Distilling LLM Prior to Flow Model for Generalizable Agent’s Imagination in Object Goal Navigation,4.3
118700,Geometry of Decision Making in Language Models,1.5
118567,BaRISTA: Brain Scale Informed Spatiotemporal Representation of Human Intracranial Neural Activity,5.0
120083,Lorentz Local Canonicalization: How to make any Network Lorentz-Equivariant,4.2
119702,Beyond Components: Singular Vector-Based Interpretability of Transformer Circuits,3.1
116927,Fast exact recovery of noisy matrix from few entries: the infinity norm approach,2.8
118434,When Do Transformers Outperform Feedforward and Recurrent Networks? A Statistical Perspective,3.1
115196,A Novel General Framework for Sharp Lower Bounds in Succinct Stochastic Bandits,4.2
116407,Emergence and scaling laws in SGD learning of shallow neural networks,2.0
121684,VIKI‑R: Coordinating Embodied Multi-Agent Cooperation via Reinforcement Learning,4.7
119571,Self supervised learning for in vivo localization of microelectrode arrays using raw local field potential,5.0
117230,Reinventing Multi-Agent Collaboration through Gaussian-Image Synergy in Diffusion Policies,3.9
117084,OmniFC: Rethinking Federated Clustering via Lossless and Secure Distance Reconstruction,5.0
116241,Learning quadratic neural networks in high dimensions: SGD dynamics and scaling laws,2.3
118751,How Does Label Noise Gradient Descent Improve Generalization in the Low SNR Regime?,1.5
116045,Data Selection Matters: Towards Robust Instruction Tuning of Large Multimodal Models,5.0
116174,From Shortcut to Induction Head: How Data Diversity Shapes Algorithm Selection in Transformers,2.0
116812,High Dynamic Range Imaging with Time-Encoding Spike Camera,3.2
121747,"PF∆: A Benchmark Dataset for Power Flow under Load, Generation, and Topology Variations",4.7
118552,DGH: Dynamic Gaussian Hair,3.9
119135,"VLM-R³: Region Recognition, Reasoning, and Refinement for Enhanced Multimodal Chain-of-Thought",3.9
118585,"More Thinking, Less Seeing? Assessing Amplified Hallucination in Multimodal Reasoning Models",4.3
117424,Understanding and Improving Fast Adversarial Training against $l_0$ Bounded Perturbations,2.3
117245,TimeWak: Temporal Chained-Hashing Watermark for Time Series Data,4.8
115449,The Logical Expressiveness of Temporal GNNs via Two-Dimensional Product Logics,2.3
118533,TPP-SD: Accelerating Transformer Point Process Sampling with Speculative Decoding,4.7
118930,VQ-Seg: Vector-Quantized Token Perturbation for Semi-Supervised Medical Image Segmentation,5.0
119788,Explaining the Law of Supply and Demand via Online Learning,2.3
120316,Rescaled Influence Functions: Accurate Data Attribution in High Dimension,2.3
118096,Improving planning and MBRL with temporally-extended actions,3.6
116863,Low-degree evidence for computational transition of recovery rate in stochastic block model,2.0
117692,Unlabeled Data Improves Fine-Grained Image Zero-shot Classification with Multimodal LLMs,3.9
116794,IneqSearch: Hybrid Reasoning for Olympiad Inequality Proofs,2.3
119668,Differentially Private Gomory-Hu Trees,3.6
116827,Automatic Auxiliary Task Selection and Adaptive Weighting Boost Molecular Property Prediction,3.9
119737,DualOptim: Enhancing Efficacy and Stability in Machine Unlearning with Dual Optimizers,1.8
121938,Embracing Contradiction: Theoretical Inconsistency Will Not Impede the Road of Building Responsible AI Systems,1.5
120202,On the Existence and Complexity of Core-Stable Data Exchanges,2.0
117852,How Patterns Dictate Learnability in Sequential Data,5.0
119404,Decomposing motor units through elimination for real-time intention driven assistive neurotechnology,4.8
115556,Representation-Level Counterfactual Calibration for Debiased Zero-Shot Recognition,3.9
118541,BiggerGait: Unlocking Gait Recognition with Layer-wise Representations from Large Vision Models,3.1
119449,Belief-Calibrated Multi-Agent Consensus Seeking for Complex NLP Tasks,5.0
117091,Diversity-oriented Deep Multi-modal Clustering,2.3
119663,Miss-ReID: Delivering Robust Multi-Modality Object Re-Identification Despite Missing Modalities,4.4
119402,Stochastic Regret Guarantees for Online Zeroth- and First-Order Bilevel Optimization,3.9
117607,STAIR: Addressing Stage Misalignment through Temporal-Aligned Preference Reinforcement Learning,2.3
118398,Can Agent Fix Agent Issues?,3.5
119511,LoTA-QAF: Lossless Ternary Adaptation for Quantization-Aware Fine-Tuning,5.0
116278,LaM-SLidE: Latent Space Modeling of Spatial Dynamical Systems via Linked Entities,2.3
121754,RAG-IGBench: Innovative Evaluation for RAG-based Interleaved Generation in Open-domain Question Answering,5.0
117603,FuXi-Ocean: A Global Ocean Forecasting System with Sub-Daily Resolution,3.1
115284,Attention (as Discrete-Time Markov) Chains,3.9
115925,SQS: Enhancing Sparse Perception Models via Query-based Splatting in Autonomous Driving,4.7
117619,Skrull: Towards Efficient Long Context Fine-tuning through Dynamic Data Scheduling,4.7
117604,FuXi-Ocean: A Global Ocean Forecasting System with Sub-Daily Resolution,3.1
116386,PC-Net: Weakly Supervised Compositional Moment Retrieval via Proposal-Centric Network,4.0
121540,Comprehensive Assessment and Analysis for NSFW Content Erasure in Text-to-Image Diffusion models,4.7
116925,FAME: Adaptive Functional Attention with Expert Routing for Function-on-Function Regression,4.2
118527,Learning Latent Variable Models via Jarzynski-adjusted Langevin Algorithm,1.5
120249,CVGL: Causal Learning and Geometric Topology,5.0
115107,MotionRAG: Motion Retrieval-Augmented Image-to-Video Generation,4.3
120281,Learning CAD Modeling Sequences via Projection and Part Awareness,3.5
115955,CoDIO: Efficient Data Selection for Visual Instruction Tuning via Coupled Importance-Diversity Optimization,5.0
115371,Connectome-Based Modelling Reveals Orientation Maps in the Drosophila Optic Lobe,2.3
119615,Revisiting 1-peer exponential graph for enhancing decentralized learning efficiency,2.3
116659,Nonlinear Laplacians: Tunable principal component analysis under directional prior information,3.6
116498,Discovering Symbolic Partial Differential Equation by Abductive Learning,4.7
115294,Risk-Averse Constrained Reinforcement Learning with Optimized Certainty Equivalents,3.1
116428,Continual Multimodal Contrastive Learning,3.9
116121,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,4.8
115337,Mixture of Noise for Pre-Trained Model-Based Class-Incremental Learning,5.0
118775,On Transferring Transferability: Towards a Theory for Size Generalization,3.9
119944,Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,4.4
116810,Learning the Plasticity: Plasticity-Driven Learning Framework in Spiking Neural Networks,2.8
120311,L-MTP: Leap Multi-Token Prediction Beyond Adjacent Context for Large Language Models,4.7
119945,Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,4.4
115658,Statistical Parity with Exponential Weights,1.5
121386,CXReasonBench: A Benchmark for Evaluating Structured Diagnostic Reasoning in Chest X-rays,3.5
117775,A Temporal Difference Method for Stochastic Continuous Dynamics,2.3
117780,Progressive Data Dropout: An Embarrassingly Simple Approach to Train Faster,4.8
119376,HoloScene: Simulation‑Ready Interactive 3D Worlds from a Single Video,5.0
119753,Manipulating 3D Molecules in a Fixed-Dimensional  SE(3)-Equivariant Latent Space,4.8
117271,Universal Visuo-Tactile Video Understanding for Embodied Interaction,3.9
121519,MomentSeeker: A Task-Oriented Benchmark For Long-Video Moment Retrieval,4.7
121780,CPSea: Large-scale cyclic peptide-protein complex dataset for machine learning in cyclic peptide design,3.1
116741,TractoTransformer: Diffusion MRI Streamline Tractography using CNN and Transformer Networks,5.0
119521,Unifying Text Semantics and Graph Structures for Temporal Text-attributed Graphs with Large Language Models,5.0
115969,A Fair Federated Learning Method for Handling Client Participation Probability Inconsistencies in Heterogeneous Environments,5.0
115790,From Forecasting to Planning: Policy World Model for Collaborative State-Action Prediction,5.0
118436,A Bayesian Fast-Slow Framework to Mitigate Interference in Non-Stationary Reinforcement Learning,3.9
116909,Force Prompting: Video Generation Models Can Learn And Generalize Physics-based Control Signals,4.4
121757,CellVerse: Do Large Language Models Really Understand Cell Biology?,4.4
115995,Fair Deepfake Detectors Can Generalize,5.0
116033,SCOPE: Saliency-Coverage Oriented Token Pruning for Efficient Multimodel LLMs,4.7
115116,CLAWS:Creativity detection for LLM-generated solutions using Attention Window of Sections,4.3
118120,Video-RAG: Visually-aligned Retrieval-Augmented Long Video Comprehension,3.5
117298,NeSyPr: Neurosymbolic Proceduralization For Efficient Embodied Reasoning,4.3
117473,Beyond Modality Collapse: Representation Blending for Multimodal Dataset Distillation,5.0
117669,PandaPose: 3D Human Pose Lifting from a Single Image via Propagating 2D Pose Prior to 3D Anchor Space,4.8
121551,"Diffusion Classifiers Understand Compositionality, but Conditions Apply",4.7
117997,MoBA: Mixture of Block Attention for Long-Context LLMs,5.0
116112,An Effective Levelling Paradigm for Unlabeled Scenarios,3.4
118487,A Minimalistic Unified Framework for Incremental Learning across Image Restoration Tasks,5.0
118473,Test-Time Adaptive Object Detection with Foundation Model,5.0
116099,FLUX: Efficient Descriptor-Driven Clustered Federated Learning under Arbitrary Distribution Shifts,5.0
121593,OpenLex3D: A Tiered Benchmark for Open-Vocabulary 3D Scene Representations,3.9
121421,Artificial Hivemind: The Open-Ended Homogeneity of Language Models (and Beyond),4.4
121422,Artificial Hivemind: The Open-Ended Homogeneity of Language Models (and Beyond),4.4
115879,4DGT: Learning a 4D Gaussian Transformer Using Real-World Monocular Videos,3.9
120074,DAWP: A framework for global observation forecasting via Data Assimilation and Weather Prediction in satellite observation space,5.0
119601,SegGraph: Leveraging Graphs of SAM Segments for Few-Shot 3D Part Segmentation,4.0
115778,EvaLearn: Quantifying the Learning Capability and Efficiency of LLMs via Sequential Problem Solving,5.0
120234,From Sequence to Structure: Uncovering Substructure Reasoning in Transformers,3.5
121411,TransferBench: Benchmarking Ensemble-based Black-box Transfer Attacks,5.0
115738,ARGenSeg: Image Segmentation with Autoregressive Image Generation Model,5.0
118034,EasySpec: Layer-Parallel Speculative Decoding for Efficient Multi-GPU Utilization,3.2
118631,Flat Channels to Infinity in Neural Loss Landscapes,1.5
118361,Attention-based clustering,1.8
117420,Spike-timing-dependent Hebbian learning as noisy gradient descent,1.0
115553,What Happens During the Loss Plateau? Understanding Abrupt Learning in Transformers,1.5
115039,"Datasets, Documents, and Repetitions: The Practicalities of Unequal Data Quality",2.3
115547,UniTransfer: Video Concept Transfer via Progressive Spatio-Temporal Decomposition,5.0
120250,UniGist: Towards General and Hardware-aligned Sequence-level Long Context Compression,3.1
121499,TabArena: A Living Benchmark for Machine Learning on Tabular Data,5.0
119626,"Differentiable Sparsity via $D$-Gating: Simple, Modular and Versatile Structured Penalization",2.3
121799,SeePhys:  Does Seeing Help Thinking? – Benchmarking Vision-Based Physics Reasoning,3.5
121937,Collective Bargaining in the Information Economy Can Address AI-Driven Power Concentration,1.5
117222,LLM Safety Alignment is Divergence Estimation in Disguise,4.2
115933,EDELINE: Enhancing Memory in Diffusion-based World Models via Linear-Time Sequence Modeling,3.9
119102,"Principled Fine-tuning of LLMs from User-Edits: A Medley of Preference, Supervision, and Reward",2.3
117128,SHGR: A Generalized Maximal Correlation Coefficient,4.7
116047,MokA: Multimodal Low-Rank Adaptation for MLLMs,2.3
116048,MokA: Multimodal Low-Rank Adaptation for MLLMs,2.3
121857,Whose View of Safety? A Deep DIVE Dataset for Pluralistic Alignment of Text-to-Image Models,3.9
117254,Homogeneous Algorithms Can Reduce Competition in Personalized Pricing,1.5
119866,Consistency Conditions for Differentiable Surrogate Losses,1.5
116862,Probably Approximately Precision and Recall Learning,3.1
116411,Individual Regret in Cooperative Stochastic Multi-Armed Bandits,1.5
118638,Improved Best-of-Both-Worlds Regret for Bandits with Delayed Feedback,2.8
118475,System-1.5 Reasoning: Traversal in Language and Latent Spaces with Dynamic Shortcuts,4.4
118028,Online Functional Tensor Decomposition via Continual Learning for Streaming Data Completion,4.7
119383,Beyond Attention or Similarity: Maximizing Conditional Diversity for Token Pruning in MLLMs,5.0
116916,Contrastive Self-supervised Learning As Neural Manifold Packing,3.6
117671,Joint Hierarchical Representation Learning of Samples and Features via Informed Tree-Wasserstein Distance,3.1
116910,ClusterFusion: Expanding Operator Fusion Scope for LLM Inference via Cluster-Level Collective Primitive,4.7
116145,Learning Temporal 3D Semantic Scene Completion via Optical Flow Guidance,5.0
117597,Head Pursuit: Probing Attention Specialization in Multimodal Transformers,1.5
116175,The Narrow Gate: Localized Image-Text Communication in Vision-Language Models,1.5
120008,RespoDiff: Dual-Module Bottleneck Transformation for Responsible & Faithful T2I Generation,5.0
117092,Combinatorial Ski Rental Problem: Robust and Learning-Augmented Algorithms,3.1
115445,CG-SSL: Concept-Guided Self-Supervised Learning,5.0
121461,Paper2Poster: Benchmarking Multimodal Poster Generation from Long-context Papers,4.8
115882,Think or Not? Selective Reasoning via Reinforcement Learning for Vision-Language Models,3.6
118599,Dual-Stage Value-Guided Inference with Margin-Based Reward Adjustment for Fast and Faithful VLM Captioning,5.0
120346,Graph Neural Network Based Action Ranking for Planning,5.0
120136,GTR-Loc: Geospatial Text Regularization Assisted Outdoor LiDAR Localization,5.0
118501,Vector Quantization in the Brain: Grid-like Codes as Intrinsic Codebooks,2.2
117643,Greedy Algorithms for Structured Bandits: A Sharp Characterization of Asymptotic Success / Failure,1.5
118183,APML: Adaptive Probabilistic Matching Loss for Robust 3D Point Cloud Reconstruction,5.0
118955,Improving Generative Behavior Cloning via Self-Guidance and Adaptive Chunking,3.9
119722,FrameShield: Adversarially Robust Video Anomaly Detection,4.7
116326,Discrete Spatial Diffusion: Intensity-Preserving Diffusion Modeling,4.7
118667,Understanding and Rectifying Safety Perception Distortion in VLMs,3.1
121508,CoralVQA: A Large-Scale Visual Question Answering Dataset for Coral Reef Image Understanding,5.0
119082,TGA: True-to-Geometry Avatar Dynamic Reconstruction,3.9
117827,Regularized least squares learning with heavy-tailed noise is minimax optimal,2.2
120195,Low-Rank Graphon Learning for Networks,3.4
118372,HyperET: Efficient Training in Hyperbolic Space for Multi-modal Large Language Models,4.3
119382,Simultaneous Statistical Inference for Off-Policy Evaluation in Reinforcement Learning,3.9
117185,Rectified Point Flow: Generic Point Cloud Pose Estimation,4.7
115820,Demystifying Spectral Feature Learning for Instrumental Variable Regression,1.5
118373,HyperET: Efficient Training in Hyperbolic Space for Multi-modal Large Language Models,4.3
116075,MM-Agent: LLM as Agents for Real-world Mathematical Modeling Problem,5.0
118045,AOR: Anatomical Ontology-Guided Reasoning for Medical Large Multimodal Model in Chest X-Ray Interpretation,4.7
